,ID.org,clean name,match_0,match_1,match_2,match_3,match_4,match_5,match_6,match_7,match_8,match_9
252,DI1540,WILLIAMSBURG GREENPOINT HIV CARE NETWORK,{},{},{},{},{},{},{},{},{},{}
253,DI3715,SAMAHA SINGERS,{},{},{},{},{},{},{},{},{},{}
254,DI5155,PICCIRILLI SIGN AND EXHIBIT,"{'address': '3856 11th St; Long Island City, NY 11101', 'score': 0.36, 'name': 'SPANJER SIGN CORP'}","{'address': '189 Chrystie St; New York, NY 10002', 'score': 0.36, 'name': 'SPANJER SIGN CORP'}",{},{},{},{},{},{},{},{}
255,A2751,SARATOGA INTL THEATER INST,"{'address': '49 Bleecker St; New York, NY 10012', 'score': 0.7, 'name': 'SARATOGA INTERNATIONAL ATRE INSTITUTE'}","{'address': '520 8th Ave; New York, NY 10018', 'score': 0.68, 'name': 'SARATOGA INTERNATIONAL ATRE'}",{},{},{},{},{},{},{},{}
256,RR8192,INTERBORO REGIONAL HEALTH INFORMATION ORGANIZATION,"{'address': '7901 Broadway G #2; Elmhurst, NY 11373', 'score': 0.75, 'name': 'INTERBORO REGIONAL HEALTH INFO'}",{},{},{},{},{},{},{},{},{}
257,A595,CHILDRENS CENTER AT SUNY,"{'address': '440 Lenox Rd; Brooklyn, NY 11203', 'score': 1.0, 'name': 'CHILDRENS CENTER AT SUNY'}",{},{},{},{},{},{},{},{},{}
258,C4128,KOREAN COMMUNITY SERVICES OF METROPOLITAN NY,"{'address': '149 W 24th St; New York, NY 10011', 'score': 0.91, 'name': 'KOREAN COMMUNITY SERVICES OF METROPOL'}","{'address': '4215 166th St; Flushing, NY 11358', 'score': 0.72, 'name': 'KOREAN COMMUNITY SERVICES'}","{'address': '3556 159th St; Flushing, NY 11358', 'score': 0.71, 'name': 'KOREAN COMMUNITY SERVICE'}",{},{},{},{},{},{},{}
259,RR8543,PAX RICH,"{'address': '485 Madison Ave; New York, NY 10022', 'score': 0.62, 'name': 'PAX DELI'}","{'address': '901 Patterson Ave; Staten Island, NY 10306', 'score': 0.58, 'name': 'PAX ORTHODONTICS'}","{'address': '355 Bard Ave; Staten Island, NY 10310', 'score': 0.52, 'name': 'PAX CHRISTI HOSPICE'}","{'address': '966 Ave Of The Americas; New York, NY 10018', 'score': 0.5, 'name': 'PAX VENTURES'}","{'address': '1124 Borden Ave; Long Island City, NY 11101', 'score': 0.45, 'name': 'PAX FOODS CORP'}","{'address': '1720 Metropolitan Ave; Bronx, NY 10462', 'score': 0.44, 'name': 'PAX CHRISTI SISTERS'}","{'address': '371 Ave Of The Americas; New York, NY 10014', 'score': 0.35, 'name': 'PAX CHRISTI METRO NEW YORK'}",{},{},{}
260,A517,CATHOLIC YOUTH ORGANIZATION OF ARCHDIOCESE OF NY,"{'address': '1011 1st Ave; New York, NY 10022', 'score': 0.72, 'name': 'CATHOLIC YOUTH ORGANIZATION'}",{},{},{},{},{},{},{},{},{}
261,A1681,LITTLE LEAGUE BASEBALL OF COLLEGE POINT NY,"{'address': '1187 Ogden Ave; Bronx, NY 10452', 'score': 0.52, 'name': 'INTL BASEBALL LITTLE LEAGUE'}","{'address': '80 Lyman Ave; Staten Island, NY 10305', 'score': 0.42, 'name': 'EAST SHORE LITTLE LEAGUE '}","{'address': '340 Walker St; Staten Island, NY 10303', 'score': 0.39, 'name': 'WEST SHORE LITTLE LEAGUE'}",{},{},{},{},{},{},{}
262,RR8673,SALANTER AKIBA RIVERDALE ACADEMY,{},{},{},{},{},{},{},{},{},{}
263,RR2699,HEALTH PLUS PREPAID HEALTH SERVICES PLAN,"{'address': '21 Penn Plz; New York, NY 10001', 'score': 0.59, 'name': 'CARE PLUS HEALTH PLAN'}","{'address': '4211 Broadway; New York, NY 10033', 'score': 0.43, 'name': 'HEALTH PLUS'}","{'address': '530 W 207th St; New York, NY 10034', 'score': 0.43, 'name': 'HEALTH PLUS'}","{'address': '241 37th St; Brooklyn, NY 11232', 'score': 0.43, 'name': 'HEALTH PLUS'}","{'address': '5610 2nd Ave; Brooklyn, NY 11220', 'score': 0.43, 'name': 'HEALTH PLUS'}",{},{},{},{},{}
264,78,MANHATTAN VALLEY GOLDEN AGE SENIOR CENTER,"{'address': '135 W 106th St; New York, NY 10025', 'score': 0.95, 'name': 'MANHATTAN VALLEY GOLDEN AGE SENIOR CE'}",{},{},{},{},{},{},{},{},{}
265,A2184,NORTH SHORE RESCUE SQUAD NO 1,"{'address': '56 Willow Rd W; Staten Island, NY 10303', 'score': 1.0, 'name': 'NORTH SHORE RESCUE SQUAD NO 1'}","{'address': '228 Granite Ave; Staten Island, NY 10303', 'score': 0.85, 'name': 'NORTH SHORE RESCUE SQUAD NUMBER ONE I'}",{},{},{},{},{},{},{},{}
266,DI3683,YMCA OF GREATER NY AT MILLENNIUM HIGH SCHOOL,"{'address': '75 Broad St; New York, NY 10004', 'score': 0.67, 'name': 'MILLENNIUM HIGH SCHOOL'}",{},{},{},{},{},{},{},{},{}
267,DI1995,JUNIOR HIGH SCHOOL 113X,"{'address': '101 Park Ave; Brooklyn, NY 11205', 'score': 0.62, 'name': 'S S MCKINNEY JUNIOR HIGH SCHL'}",{},{},{},{},{},{},{},{},{}
268,DI3357,MOUNT ARARAT BAPTIST CHURCH,"{'address': '425 Howard Ave; Brooklyn, NY 11233', 'score': 0.94, 'name': 'MT ARARAT BAPTIST CHURCH'}",{},{},{},{},{},{},{},{},{}
269,A1685,LITTLE SUN PEOPLE TOO,"{'address': '1360 Fulton St #STE 501; Brooklyn, NY 11216', 'score': 0.89, 'name': 'LITTLE SUN PEOPLE'}",{},{},{},{},{},{},{},{},{}
270,RR7552,1200 DEAN STREET BLOCK ASSOCIA TION,{},{},{},{},{},{},{},{},{},{}
271,C4155,NEW HORIZONS ADULT EDUCATION,{},{},{},{},{},{},{},{},{},{}
272,A2010,NETWORK FOR EMPLOYMENT OPPORTUNITIES,{},{},{},{},{},{},{},{},{},{}
273,RR2632,CODY CARES FOR KIDS,"{'address': '1070 Dickens St; Far Rockaway, NY 11691', 'score': 0.4, 'name': 'LOVABLE KIDS DAY CARE'}","{'address': '1782 Nostrand Ave #STE 1; Brooklyn, NY 11226', 'score': 0.37, 'name': 'PRECIOUS KIDS ACADEMY DAY CARE'}",{},{},{},{},{},{},{},{}
274,RR4302,DEMOCRACY PREPARATORY,"{'address': '250 W 127th St; New York, NY 10027', 'score': 0.69, 'name': 'DEMOCRACY PREP 3 CHARTER SCHOOL'}","{'address': '207 W 133rd St; New York, NY 10030', 'score': 0.65, 'name': 'DEMOCRACY PREP HARLIN MIDDLE'}","{'address': '1767 Park Ave; New York, NY 10035', 'score': 0.6, 'name': 'DEMOCRACY PREP PUBLIC SCHOOLS'}","{'address': '985 Rockaway Ave; Brooklyn, NY 11212', 'score': 0.55, 'name': 'BROOKLYN DEMOCRACY ACADEMY'}","{'address': '600 Kingston Ave; Brooklyn, NY 11203', 'score': 0.5, 'name': 'SCHOOL FOR DEMOCRACY AMP LDRSHP'}",{},{},{},{},{}
275,DI5272,YOUNG KOREAN AMERICAN SCIENCE AND EDUCATION CENTER,"{'address': '61 Broadway; New York, NY 10006', 'score': 0.67, 'name': 'AMERICAN EDUCATION CENTER'}",{},{},{},{},{},{},{},{},{}
276,DI4287,BIALYSTOKER CENTER NURSING AND REHAB,"{'address': '700 White Plains Rd; Bronx, NY 10473', 'score': 0.53, 'name': 'GRAND MANOR NURSING AMP REHABILITATION '}",{},{},{},{},{},{},{},{},{}
277,RR8297,LOST COMMUNITY VOLUNTEER PATROL,{},{},{},{},{},{},{},{},{},{}
278,A999,ELLA BAKER CHARLES ROMAIN,{},{},{},{},{},{},{},{},{},{}
279,RR2401,LOWER EAST SIDE,"{'address': '10836 Queens Blvd; Forest Hills, NY 11375', 'score': 0.81, 'name': 'LOWER EAST SIDE FAMILY'}","{'address': '56 E 1st St; New York, NY 10003', 'score': 0.73, 'name': 'LOWER EAST SIDE GIRLS CLUB'}","{'address': '172 Allen St Frnt #2; New York, NY 10002', 'score': 0.71, 'name': 'BIKRAM YOGA LOWER EAST SIDE'}","{'address': '227 E 3rd St; New York, NY 10009', 'score': 0.7, 'name': 'LOWER EAST SIDE FAMILY UNION'}","{'address': '150 Delancey St; New York, NY 10002', 'score': 0.64, 'name': 'HOLIDAY INN NYC  LOWER EAST SIDE'}","{'address': '239 E Broadway #APT 1; New York, NY 10002', 'score': 0.64, 'name': 'LOWER EAST SIDE DEMOCRATIC ASSN '}","{'address': '171 Ludlow St; New York, NY 10002', 'score': 0.58, 'name': 'HOTEL INDIGO LOWER EAST SIDE NEW YORK'}",{},{},{}
280,RR7751,BUILDERS CONTRACTORS ASSCINC,"{'address': '5164 Post Rd; Bronx, NY 10471', 'score': 0.61, 'name': 'KEY CONSTRUCTION ASSC'}","{'address': '1939 63rd St; Brooklyn, NY 11204', 'score': 0.52, 'name': 'ALLIANCE BUILDERS ASSC'}",{},{},{},{},{},{},{},{}
281,RR4565,ST RITAS ROMAN CATHOLIC CHURCH,"{'address': '3625 11th St; Astoria, NY 11106', 'score': 0.95, 'name': 'ST RITAS ROMAN CATHOLIC CHR'}","{'address': '312 E 110th St; New York, NY 10029', 'score': 0.92, 'name': 'ST ANNS ROMAN CATHOLIC CHURCH'}","{'address': '275 Shepherd Ave; Brooklyn, NY 11208', 'score': 0.87, 'name': 'ST RITA S ROMAN CATHOLIC CHURCH RECTORY'}","{'address': '382 Onderdonk Ave; Ridgewood, NY 11385', 'score': 0.86, 'name': 'ST ALOYSIUS ROMAN CATHOLIC CHURCH'}","{'address': '10955 128th St; South Ozone Park, NY 11420', 'score': 0.73, 'name': 'ST TERESA OF AVILA ROMAN CATHOLIC CH'}","{'address': '595 Minnieford Ave; Bronx, NY 10464', 'score': 0.66, 'name': 'ST MARY STAR OF  SEA ROMAN CATHOLI'}",{},{},{},{}
282,RR8250,KOREAN AMERICAN ASSOCIATION OF GREATER NY,"{'address': '149 W 24th St; New York, NY 10011', 'score': 0.79, 'name': 'KOREAN AMERICAN ASSOCIATION'}","{'address': '4507 162nd St; Flushing, NY 11358', 'score': 0.76, 'name': 'KOREAN AMERICAN ASSN OF QUEENS'}","{'address': '14918 41st Ave; Flushing, NY 11355', 'score': 0.68, 'name': 'KOREAN AMERICAN SENIOR CITIZEN'}","{'address': '20216 45th Ave; Bayside, NY 11361', 'score': 0.67, 'name': 'KOREAN AMERICAN COMMUNITY CTRNY'}","{'address': '3520 147th St; Flushing, NY 11354', 'score': 0.65, 'name': 'KOREAN AMERICAN CIVIC EMPWRMNT'}","{'address': '501 5th Ave #STE 3; New York, NY 10017', 'score': 0.62, 'name': 'KOREANAMERICAN COMMUNITY'}","{'address': '475 Fdr Dr; New York, NY 10002', 'score': 0.61, 'name': 'KOREAN AMERICAN NATL COUNCIL'}",{},{},{}
283,RR2817,POSITIVE DIRECTION BASKETBALL LEAGUE ST CLAIRE,"{'address': '727 Katan Ave; Staten Island, NY 10312', 'score': 0.62, 'name': 'STATEN ISLAND BASKETBALL LEAGUE'}","{'address': '11117 95th Ave; South Richmond Hill, NY 11419', 'score': 0.6, 'name': 'EASTERN BASKETBALL UNION LEAGUE'}","{'address': '1815 Rockaway Pkwy; Brooklyn, NY 11236', 'score': 0.57, 'name': 'LSK BASKETBALL LEAGUE'}","{'address': '10420 68th Dr #APT A42; Forest Hills, NY 11375', 'score': 0.51, 'name': 'FIRST SHOT BASKETBALL SCHOOL'}","{'address': '239 Jefferson St; Staten Island, NY 10306', 'score': 0.41, 'name': 'STATEN ISLAND GIRL BALLERS SUMMER BAS'}","{'address': '65 Roff St; Staten Island, NY 10304', 'score': 0.41, 'name': 'STATEN ISLAND GIRL BALLERS SUMMER BAS'}",{},{},{},{}
284,DI933,ATHENS SQUARE PARK,"{'address': '500 E 9th St; New York, NY 10009', 'score': 0.79, 'name': 'TOMPKINS SQUARE PARK'}","{'address': 'Madison Ave; New York, NY 10010', 'score': 0.76, 'name': 'MADISON SQUARE PARK'}","{'address': '15 Washington Square N; New York, NY 10011', 'score': 0.75, 'name': 'WASHINGTON SQUARE PARK'}",{},{},{},{},{},{},{}
285,A2957,STUYVESANT PARK NEIGHBOORHOOD ASSOCIATION,"{'address': '172 Stuyvesant Ave; Brooklyn, NY 11221', 'score': 0.61, 'name': 'STUYVESANT COURT CONDO ASSOC'}",{},{},{},{},{},{},{},{},{}
286,A1170,FRIENDS UNITED YOUTH CENTER,"{'address': '1165 Broadway; New York, NY 10001', 'score': 0.74, 'name': 'FRIENDS UNITED NYC '}","{'address': '224 W 29th St; New York, NY 10001', 'score': 0.55, 'name': 'FOSTER CARE YOUTH UNITED'}",{},{},{},{},{},{},{},{}
287,A2460,PROFESSIONAL EXAMINATION SERVICE,"{'address': '475 Riverside Dr #STE 600; New York, NY 10115', 'score': 0.93, 'name': 'PROFESSIONAL EXAMINATION SVC'}","{'address': '2223 35th St; Astoria, NY 11105', 'score': 0.93, 'name': 'PROFESSIONAL EXAMINATION SVC'}",{},{},{},{},{},{},{},{}
288,DI4019,BOROUGH PRESIDENT MANHATTAN,"{'address': '163 W 125th St; New York, NY 10027', 'score': 0.63, 'name': 'MANHATTAN BOROUGH PRESIDENT'}","{'address': '1 Centre St #STE 19; New York, NY 10007', 'score': 0.63, 'name': 'MANHATTAN BOROUGH PRESIDENT'}","{'address': '3201 Vernon Blvd; Astoria, NY 11106', 'score': 0.44, 'name': 'LOWER MANHATTAN DEVMNT CORP'}",{},{},{},{},{},{},{}
289,DI1530,YMCA BEACON PROGRAM JHS 189,{},{},{},{},{},{},{},{},{},{}
290,A372,BRIDGEHAMPTON CHMBR MSC ASSOCIATION,"{'address': '1 United Nations Plz; New York, NY 10017', 'score': 0.45, 'name': 'WORLD FEDERATION OF UN ASSN'}",{},{},{},{},{},{},{},{},{}
291,N389,JERICHO RESIDENCE IV HDFC,{},{},{},{},{},{},{},{},{},{}
292,A1284,HAITIAN CENTERS COUNCIL,"{'address': '123 Linden Blvd #3; Brooklyn, NY 11226', 'score': 0.98, 'name': 'HAITIAN CENTERS COUNCIL '}","{'address': '1001 Eastern Pkwy #STE 1; Brooklyn, NY 11213', 'score': 0.98, 'name': 'HAITIAN CENTERS COUNCIL '}","{'address': '60 W 130th St; New York, NY 10037', 'score': 0.98, 'name': 'HAITIAN CENTERS COUNCIL '}","{'address': '3809 Church Ave; Brooklyn, NY 11203', 'score': 0.98, 'name': 'HAITIAN CENTERS COUNCIL '}",{},{},{},{},{},{}
293,DI2705,NY GOSPEL MISSION TO JEWS,"{'address': '149 Ave B; New York, NY 10009', 'score': 0.94, 'name': 'N Y GOSPEL MISSION TO  JEW'}",{},{},{},{},{},{},{},{},{}
294,DI3670,WINDSOR PARK COMMUNITY COUNCIL,{},{},{},{},{},{},{},{},{},{}
295,DI2888,JASA PARKCHESTER,"{'address': '1380 Metropolitan Ave; Bronx, NY 10462', 'score': 0.81, 'name': 'RAIN PARKCHESTER'}","{'address': '1211 White Plains Rd; Bronx, NY 10472', 'score': 0.63, 'name': 'PARKCHESTER MEDICAL'}","{'address': '1540 Van Siclen Ave; Brooklyn, NY 11239', 'score': 0.55, 'name': 'JASA STARRETT SENIOR CTR'}","{'address': '155 Beach 19th St; Far Rockaway, NY 11691', 'score': 0.5, 'name': 'JASA HOUSING'}","{'address': '120 W 76th St; New York, NY 10023', 'score': 0.5, 'name': 'JASA WEST SIDE SENIOR CENTER'}","{'address': '3880 Sedgwick Ave; Bronx, NY 10463', 'score': 0.42, 'name': 'JASA JEWISH ASSN FOR SVCES FOR  AGED'}",{},{},{},{}
296,RR3195,INSTITUTE FOR REPRODUCTIVE HEALTH ACCESS NARAL PR,"{'address': '505 E 70th St; New York, NY 10021', 'score': 0.59, 'name': 'CENTER FOR REPRODUCTIVE MEDICINE'}","{'address': '24 E 12th St; New York, NY 10003', 'score': 0.44, 'name': 'OFFICES FOR FERTILITY AND REPRODUCTIV'}",{},{},{},{},{},{},{},{}
297,N45,COMPREHENSIVE DEVELOPMENT,{},{},{},{},{},{},{},{},{},{}
298,A1314,HARLEM WEEK,"{'address': '200AW 136th St; New York, NY 10030', 'score': 0.96, 'name': 'HARLEM WEEK '}",{},{},{},{},{},{},{},{},{}
299,DI652,PUBLIC SCHOOL 119K,"{'address': '330 Crown St; Brooklyn, NY 11225', 'score': 0.91, 'name': 'PUBLIC SCHOOL 161'}","{'address': '205 N 5th St; Brooklyn, NY 11211', 'score': 0.88, 'name': 'PUBLIC SCHOOL 17'}","{'address': '1245 Washington Ave; Bronx, NY 10456', 'score': 0.86, 'name': 'PUBLIC SCHOOL 132'}","{'address': '3201 Kingsbridge Ave; Bronx, NY 10463', 'score': 0.85, 'name': 'PUBLIC SCHOOL 7'}","{'address': '2245 41st St; Astoria, NY 11105', 'score': 0.65, 'name': 'STEINWAY PUBLIC SCHOOL 84'}","{'address': '3045 42nd St; Astoria, NY 11103', 'score': 0.61, 'name': 'LONG ISLAND PUBLIC SCHOOL 70'}",{},{},{},{}
300,RR7341,NEW MILLENNIUM INITIATIVES,"{'address': '21 W 86th St; New York, NY 10024', 'score': 0.71, 'name': 'NEW MILLENNIUM RECORDS'}","{'address': '519 Remsen Ave; Brooklyn, NY 11236', 'score': 0.7, 'name': 'NEW MILLENNIUM TRANSMISSIONS'}","{'address': '510 Ocean Ave #STE 2; Brooklyn, NY 11226', 'score': 0.67, 'name': 'NEW MILLENNIUM GROCERY'}","{'address': '145 W 44th St; New York, NY 10036', 'score': 0.47, 'name': 'MILLENNIUM BROADWAY HOTEL NEW YORK'}",{},{},{},{},{},{}
301,DI3495,HOWL FESTIVAL,"{'address': '240 W 52nd St; New York, NY 10019', 'score': 0.46, 'name': 'HOWL AT  MOON'}","{'address': '585 E 189th St; Bronx, NY 10458', 'score': 0.4, 'name': 'HOWL AT  MOON GRILL AMP BAR'}",{},{},{},{},{},{},{},{}
302,RR2915,YESHIVAS NOVOMINSK KOL YEHUDAH,{},{},{},{},{},{},{},{},{},{}
303,Y99,FEDCAP REHAB SERVICES,"{'address': '344 W 51st St; New York, NY 10019', 'score': 0.82, 'name': 'FEDCAP REHABILITATION SERVICES'}","{'address': '1 Ellis Is; New York, NY 10004', 'score': 0.81, 'name': 'FEDCAP REHABILITATION SERVICES '}","{'address': '290 Broadway; New York, NY 10007', 'score': 0.81, 'name': 'FEDCAP REHABILITATION SERVICES '}","{'address': '130 Livingston St; Brooklyn, NY 11201', 'score': 0.78, 'name': 'FEDCAP REHABILITATION SERVICE '}","{'address': '111 W 19th St; New York, NY 10011', 'score': 0.78, 'name': 'FEDCAP REHABILITATION SERVICE '}","{'address': '633 3rd Ave; New York, NY 10017', 'score': 0.68, 'name': 'FEDCAP REHABILITATION SVC '}",{},{},{},{}
304,119,FOUR BOROUGH NEIGHBORHOOD PRESERVATION,{},{},{},{},{},{},{},{},{},{}
305,RR8467,NY MONTESSORI CHARTER SCHOOL,"{'address': '347 E 55th St; New York, NY 10022', 'score': 0.65, 'name': 'MONTESSORI SCHOOL OF NY '}",{},{},{},{},{},{},{},{},{}
306,DI1907,MONTEFIORE SCHOOL HEALTH PROG BRONX LEHMAN,"{'address': '979 Rogers Pl; Bronx, NY 10459', 'score': 0.76, 'name': 'MONTEFIORE SCHOOL HEALTH CLNC'}","{'address': '3750 Baychester Ave; Bronx, NY 10466', 'score': 0.58, 'name': 'MONTEFIORE SCHOOL'}","{'address': '3000 E Tremont Ave; Bronx, NY 10461', 'score': 0.37, 'name': 'HERBERT H LEHMAN HIGH SCHOOL'}","{'address': '1701 Fulton Ave; Bronx, NY 10457', 'score': 0.36, 'name': 'BRONX ELEMENTARY SCHOOL 4'}","{'address': '984 Faile St; Bronx, NY 10459', 'score': 0.35, 'name': 'BRONX ELEMENTARY SCHOOL 75'}",{},{},{},{},{}
307,DI3952,SAMUEL FIELD YM YWHA NORC WITHOUT WALLS,"{'address': '21200 23rd Ave; Bayside, NY 11360', 'score': 0.66, 'name': 'SAMUEL FIELD YM AMP YWHA '}","{'address': '1075 Ocean View Ave; Brooklyn, NY 11235', 'score': 0.44, 'name': 'SHOREFRONT YMYWHABRIGHTON'}","{'address': '64 Division Ave Unit #99; Brooklyn, NY 11249', 'score': 0.42, 'name': 'YMYWHA OF WILLIAMSBURG HEADSTART'}","{'address': '6709 108th St; Forest Hills, NY 11375', 'score': 0.4, 'name': 'CENTRAL QUEENS YM AMP YWHA'}","{'address': '4910 14th Ave; Brooklyn, NY 11219', 'score': 0.33, 'name': 'BORO PARK YM AMP YWHA'}","{'address': '3495 Nostrand Ave; Brooklyn, NY 11229', 'score': 0.33, 'name': 'KINGS BAY YMYWHA'}",{},{},{},{}
308,DI2470,FARMERS BOULEVARD COMMUNITY DEVELOPMENT,{},{},{},{},{},{},{},{},{},{}
309,DI2621,NY EDUCATIONAL SERVICE TEAM,"{'address': '13423 Van Wyck Expy; Jamaica, NY 11436', 'score': 0.89, 'name': 'NEW YORK EDUCATIONAL SERVICE TEAM '}",{},{},{},{},{},{},{},{},{}
310,A3341,VERITAS THERAPUTIC COMMUNITY,"{'address': '55 W 125th St #1000; New York, NY 10027', 'score': 0.93, 'name': 'VERITAS RAPEUTIC COMMUNITY'}","{'address': '72 W 109th St; New York, NY 10025', 'score': 0.93, 'name': 'VERITAS RAPEUTIC COMMUNITY'}","{'address': '68 W 106th St; New York, NY 10025', 'score': 0.91, 'name': 'VERITAS RAPEUTIC COMMUNITY '}","{'address': '912 Amsterdam Ave; New York, NY 10025', 'score': 0.91, 'name': 'VERITAS RAPEUTIC COMMUNITY '}",{},{},{},{},{},{}
311,DI415,FORTY GREENE AVENUE CULTURAL CENTER,"{'address': '200 E 38th St; New York, NY 10016', 'score': 0.68, 'name': 'ROMANIAN CULTURAL CENTER'}","{'address': '2191 Adam Clayton Powell Jr Blvd; New York, NY 10027', 'score': 0.67, 'name': 'AFRO ARTS CULTURAL CENTER'}",{},{},{},{},{},{},{},{}
312,DI5193,MTA CAPITAL,"{'address': '2 Broadway; New York, NY 10004', 'score': 0.63, 'name': 'MTA CAPITAL CONSTRUCTION'}","{'address': '428 Willoughby Ave; Brooklyn, NY 11205', 'score': 0.48, 'name': 'M T A TRADING '}","{'address': '4919 Rockaway Beach Blvd; Far Rockaway, NY 11691', 'score': 0.43, 'name': 'MTA BUS FAR ROCKAWAY DEPOT'}","{'address': '9417 Beach Channel Dr; Rockaway Beach, NY 11693', 'score': 0.43, 'name': 'MTA'}","{'address': '3211 Griswold Ave; Bronx, NY 10465', 'score': 0.38, 'name': 'MTA VIDEO PRODUCTIONS'}","{'address': '12755 Flatlands Ave; Brooklyn, NY 11208', 'score': 0.38, 'name': 'MTA BUS SPRING CREEK DEPOT'}",{},{},{},{}
313,RR8294,LONG ISLAND AMATEUR HOCKEY LEA GUE,"{'address': '1395 Arden Ave; Staten Island, NY 10312', 'score': 0.54, 'name': 'STATEN ISLAND ICE HOCKEY ASSOCIATION'}",{},{},{},{},{},{},{},{},{}
314,RR3261,COUNCIL OF PEOPLES ORGANIZATION,"{'address': '1550 Coney Island Ave; Brooklyn, NY 11230', 'score': 0.85, 'name': 'COUNCIL OF JEWISH ORGANIZATION'}","{'address': '984 Post Ave; Staten Island, NY 10302', 'score': 0.85, 'name': 'COUNCIL OF JEWISH ORGANIZATION'}","{'address': '630 E 187th St #APT 4; Bronx, NY 10458', 'score': 0.83, 'name': 'COUNCIL OF BELMONT ORGANIZATION '}","{'address': '1523 Ave M #STE 2; Brooklyn, NY 11230', 'score': 0.76, 'name': 'COUNCILJEWISH ORGANIZATIONS'}","{'address': '295 Clinton Ave; Brooklyn, NY 11205', 'score': 0.6, 'name': 'LEFRAK ORGANIZATION'}","{'address': '12606 Queens Blvd; Kew Gardens, NY 11415', 'score': 0.6, 'name': 'LEFRAK ORGANIZATION'}","{'address': '324 Pearl St; New York, NY 10038', 'score': 0.6, 'name': 'NEW YORK DART ORGANIZATION'}",{},{},{}
315,RR4484,EDUCATIONAL INSTITUTE OHOLEI TORAH OF BROOKLYN,"{'address': '706 Eastern Pkwy #STE 1G; Brooklyn, NY 11213', 'score': 0.77, 'name': 'EDUCATIONAL INST OHOLEI TORAH'}",{},{},{},{},{},{},{},{},{}
316,A1457.1,INSTITUTE FOR MULTICULTURAL COMMUNICATIONS COOPERATION,"{'address': '52 E 125th St; New York, NY 10035', 'score': 0.6, 'name': 'SUGAR HILL COMMUNICATIONS INST'}","{'address': '275 Madison Ave 6th Floor; New York, NY 10016', 'score': 0.53, 'name': 'SOURCECOM COMMUNICATIONS  GET  BE'}",{},{},{},{},{},{},{},{}
317,RR7016,BEVS KIDDIE DAYCARE,"{'address': '10145 113th St; South Richmond Hill, NY 11419', 'score': 1.0, 'name': 'BEVS KIDDIE DAYCARE'}","{'address': '11714 Springfield Blvd; Cambria Heights, NY 11411', 'score': 0.81, 'name': 'PRESTIGE KIDDIE DAYCARE'}",{},{},{},{},{},{},{},{}
318,RR9312,NORTHEASTERN CONFERENCE HOUSE HOUSING DEVELOPMENT FUND,"{'address': '800 Riverside Dr; New York, NY 10032', 'score': 0.64, 'name': 'GRINNEL HOUSING DEVELOPMENT FUND CORP'}","{'address': '1965 E 7th St; Brooklyn, NY 11223', 'score': 0.63, 'name': 'AHI EZER HOUSING DEVELOPMENT FUND CORP'}","{'address': '300 E 119th St; New York, NY 10035', 'score': 0.62, 'name': 'HOUSING DEVELOPMENT FUND'}","{'address': '220 E 19th St; New York, NY 10003', 'score': 0.62, 'name': 'CABRINI HOUSING DEVELOPMENT FUND CORP'}",{},{},{},{},{},{}
319,RR4536,FOUNDATION FOR JEWISH BROADCASTING,"{'address': '253 W 35th St 4th Floor; New York, NY 10001', 'score': 0.8, 'name': 'FOUNDATION FOR JEWISH CAMP'}","{'address': '45 Sutton Pl S; New York, NY 10022', 'score': 0.68, 'name': 'NATIONAL FOUNDATION FOR JEWISH GENETI'}","{'address': '570 Fashion Ave; New York, NY 10018', 'score': 0.68, 'name': 'RESEARCH FOUNDATION FOR JEWISH IMMIGR'}","{'address': '50 Broadway #STE 34; New York, NY 10004', 'score': 0.54, 'name': 'MEMORIAL FOUNDATIONJEWISH'}","{'address': '835 Frst Hill Rd; Staten Island, NY 10314', 'score': 0.48, 'name': 'JEWISH FOUNDATION SCHOOL'}",{},{},{},{},{}
320,RR8144,HERITAGE HUMAN SERVICES,"{'address': '1504 Ralph Ave; Brooklyn, NY 11236', 'score': 1.0, 'name': 'HERITAGE HUMAN SERVICES'}","{'address': '131 Arlington Ave; Brooklyn, NY 11207', 'score': 0.98, 'name': 'HERITAGE HUMAN SERVICES '}","{'address': '10551 Ave K; Brooklyn, NY 11236', 'score': 0.91, 'name': 'HERITAGE HUMAN SVCES '}","{'address': '2123 Utica Ave; Brooklyn, NY 11234', 'score': 0.8, 'name': 'HERITAGE HUMAN SVC DAY'}","{'address': '2123 Utica Ave; Brooklyn, NY 11234', 'score': 0.77, 'name': 'HERITAGE HUMAN SERVICES DAY HABILITAT'}",{},{},{},{},{}
321,DI3599,WASHINGTON HEIGHTS COMMUNITY SERVICE STAR SENIOR CENTER,"{'address': '650 W 187th St; New York, NY 10033', 'score': 0.74, 'name': 'WASHINGTON HTS COMMUNITY SVCE  STA'}","{'address': '200 W Tremont Ave; Bronx, NY 10453', 'score': 0.59, 'name': 'HEIGHTS CENTER FOR SENIOR CTZN'}","{'address': '16601 Linden Blvd #STE 1; Jamaica, NY 11434', 'score': 0.59, 'name': 'ALLEN COMMUNITY SENIOR CITIZEN CENTER'}","{'address': '184 Schmidts Ln; Staten Island, NY 10314', 'score': 0.52, 'name': 'TODT HILL NEIGHBORHOOD SENIOR CENTER '}",{},{},{},{},{},{}
