,ein,ID.org,name,city,DOS ID,Current Entity Name,date,processed_name,match_rate,good_match
3928,,RR2722,JAMAICA ESTATES SOUTH BAYSIDE VOLUNTER AMBULANCE,,2598.0,JAMAICA ESTATES-HOLLISWOOD-SOUTH-BAYSIDE VOLUNTEER AMBULANCE CORPS. INC.,1/16/74,JAMAICA ESTATES SOUTH BAYSIDE VOLUNTER AMBULANCE,0.842105263,1.0
3930,61555759.0,RR2724,JUST FOOD,,2665.0,"JUST FOOD, INC.",8/6/99,JUST FOOD,1.0,1.0
3931,131850854.0,RR2725,JUST ONE BREAK,NEW YORK,2667.0,"JUST ONE BREAK, INC.",5/7/15,JUST ONE BREAK,1.0,1.0
3934,113217471.0,RR2728,KENNY ANDERSON LEFRAK CITY SUMMER CLASSIC,,2675.0,KENNY ANDERSON LEFRAK CITY CLASSIC INC.,12/22/00,KENNY ANDERSON LEFRAK CITY SUMMER CLASSIC,0.906666667,1.0
3935,112827963.0,RR2729,KOREAN FAMILY COUNSELING AND RESEARCH CENTER,FLUSHING,2729.0,"KOREAN FAMILY COUNSELING AND RESEARCH CENTER, INC.",4/1/85,KOREAN FAMILY COUNSELING AND RESEARCH CENTER,1.0,1.0
3936,,RR2730,LA GUARDIA COMMUNITY COLLEGE RESEARCH FOUNDATION OF CUNY,,1819.0,FIORELLO H. LAGUARDIA COMMUNITY COLLEGE FOUNDATION,8/10/01,LA GUARDIA COMMUNITY COLLEGE RESEARCH FOUNDATION OF CUNY,0.7238095240000001,1.0
3937,141947099.0,RR2731,LATIN AMERICAN INTERCULTURAL ALLIANCE,,2766.0,"LATIN AMERICAN INTERCULTURAL ALLIANCE, INC.",12/12/05,LATIN AMERICAN INTERCULTURAL ALLIANCE,1.0,1.0
3942,710902808.0,RR2736,LE CATS ON WATER,,2807.0,LE CATS ON THE WATER,2/20/02,LE CATS ON WATER,1.0,1.0
3943,341980397.0,RR2737,LEGACY COALITION,,2810.0,LEGACY COALITION INC.,3/24/05,LEGACY COALITION,1.0,1.0
3946,131763807.0,RR2740,LITTLE MISSIONARYS DAY NURSERY,,2863.0,LITTLE MISSIONARY'S DAY NURSERY,4/1/01,LITTLE MISSIONARYS DAY NURSERY,0.983606557,1.0
3947,113592730.0,RR2741,LITTLE NECK DOUGLASTON MEMORIAL DAY PARADE ORGANIZATION,,2866.0,"LITTLE NECK-DOUGLASTON MEMORIAL DAY PARADE ORGANIZATION, INC.",2/26/01,LITTLE NECK DOUGLASTON MEMORIAL DAY PARADE ORGANIZATION,1.0,1.0
3949,132972224.0,RR2743,LOCUST POINT CIVIC ASSOCIATION,,2879.0,"LOCUST POINT CIVIC ASSOCIATION, INC.",2/24/48,LOCUST POINT CIVIC ASSOCIATION,1.0,1.0
3950,112150953.0,RR2744,LUTHERAN AUGUSTANA CENTER FOR EXTENDED CARE AND REHAB,BROOKLYN,2921.0,"LUTHERAN AUGUSTANA CENTER FOR EXTENDED CARE AND REHABILITATION, INC.",1/9/68,LUTHERAN AUGUSTANA CENTER FOR EXTENDED CARE AND REHAB,0.92173913,1.0
3951,452799940.0,RR2745,LUTHERAN SOCIAL SERVICES OF METRO NY,,2924.0,"LUTHERAN SOCIAL SERVICES OF NEW YORK, INC.",4/28/11,LUTHERAN SOCIAL SERVICES OF METRO NY,0.833333333,1.0
3953,421543894.0,RR2747,MARTIN DE PORRES SCHOOL YOUTH HOSPITALITY CENTER,,5273.0,THE MARTIN DE PORRES YOUTH HOSPITALITY AND ENRICHMENT CENTER INC.,7/8/02,MARTIN DE PORRES SCHOOL YOUTH HOSPITALITY CENTER,0.788461538,1.0
3956,136400434.0,RR2750,MEDGAR EVERS CENTER FOR LAW AND SOCIAL JUSTICE,,2005.0,"FRIENDS OF THE CENTER OF LAW AND SOCIAL JUSTICE, INC.",2/25/03,MEDGAR EVERS CENTER FOR LAW AND SOCIAL JUSTICE,0.786516854,1.0
3958,,RR2752,MIDISLAND CHAPTER 3900 OF AARP,,3063.0,"MID-ISLAND CHAPTER #3900 OF AARP, INC.",11/26/86,MIDISLAND CHAPTER 3900 OF AARP,0.983606557,1.0
3962,134288916.0,RR2756,MODEST COMMUNITY SERVICES ASSOCIATION,,3105.0,MODEST COMMUNITY SERVICES ASSOCIATION,11/4/04,MODEST COMMUNITY SERVICES ASSOCIATION,1.0,1.0
3964,134184284.0,RR2758,MOOSE HALL THEATER,,3111.0,MOOSE HALL THEATRE COMPANY,6/26/01,MOOSE HALL THEATER,0.944444444,1.0
3904,134025290.0,RR2697,HARLEM RBI,,5118.0,"THE HARLEM COMPANY I, INC.",2/20/03,HARLEM RBI,0.8888888890000001,1.0
3903,133731386.0,RR2696,HARLEM COUNCIL OF ELDERS,,2227.0,"HARLEM COUNCIL OF ELDERS, INC.",12/7/98,HARLEM COUNCIL OF ELDERS,1.0,1.0
3902,133577081.0,RR2695,GREENWICH VILLAGE LITTLE LEAGUE,NEW YORK,2168.0,"GREENWICH VILLAGE LITTLE LEAGUE, INC.",9/30/69,GREENWICH VILLAGE LITTLE LEAGUE,1.0,1.0
3901,131624015.0,RR2693,GREATER NY COUNCILS BOY SCOUTS OF AMERICA,NEW YORK,2137.0,"GREATER NEW YORK COUNCILS, BOY SCOUTS OF AMERICA",7/17/22,GREATER NY COUNCILS BOY SCOUTS OF AMERICA,0.931818182,1.0
3861,133911896.0,RR2651,DAUGHTERS OF ZION SCHOLARSHIP FUND,,1481.0,"DAUGHTERS OF ZION SCHOLARSHIP FUND, INC.",10/10/96,DAUGHTERS OF ZION SCHOLARSHIP FUND,1.0,1.0
3862,203706276.0,RR2652,DEWEY DOES FOUNDATION,,1498.0,DEWEY DOES FOUNDATION INC.,3/13/06,DEWEY DOES FOUNDATION,1.0,1.0
3864,61597704.0,RR2655,DOMINICANS 2000,,1519.0,"DOMINICANS 2000, INC.",9/25/00,DOMINICANS 2000,1.0,1.0
3865,133784406.0,RR2656,DOWNTOWN MANHATTAN COMMUNITY DEVELOPMENT,NEW YORK,1539.0,DOWNTOWN MANHATTAN COMMUNITY DEVELOPMENT CORPORATION,8/4/94,DOWNTOWN MANHATTAN COMMUNITY DEVELOPMENT,1.0,1.0
3866,113452541.0,RR2657,DUMBO ARTS CENTER,,1549.0,"DUMBO ARTS CENTER, INC.",12/22/97,DUMBO ARTS CENTER,1.0,1.0
3867,431952083.0,RR2658,DWA FANM,,1551.0,DWA FANM,12/26/01,DWA FANM,1.0,1.0
3868,760823705.0,RR2659,EAST NY UNITED CONCERNED CITIZEN,,1606.0,EAST NEW YORK UNITED CONCERNED CITIZENS INC.,1/28/05,EAST NY UNITED CONCERNED CITIZEN,0.9014084509999999,1.0
3869,201059463.0,RR2660,EAST VILLAGE COMMUNITY COALITI ON,,1616.0,"EAST VILLAGE COMMUNITY COALITION, INC.",7/12/06,EAST VILLAGE COMMUNITY COALITI ON,0.984615385,1.0
3870,113553172.0,RR2661,ECUADORIAN CIVIC COMMITTEE OF NY,,5004.0,"THE ECUADORIAN CIVIC COMMITTEE OF NEW YORK, INC.",5/26/00,ECUADORIAN CIVIC COMMITTEE OF NY,0.914285714,1.0
3872,133740018.0,RR2663,EMERGING ARTISTS THEATER,NEW YORK CITY,1685.0,"EMERGING ARTISTS THEATRE COMPANY, INC.",10/26/93,EMERGING ARTISTS THEATER,0.884615385,1.0
3873,133116643.0,RR2664,EUGENIO MARIA DE HOSTOS COMMUNITY COLLEGE FOUNDATION,BRONX,1729.0,EUGENIO MARIA DE HOSTOS COMMUNITY COLLEGE FOUNDATION,6/8/81,EUGENIO MARIA DE HOSTOS COMMUNITY COLLEGE FOUNDATION,1.0,1.0
3874,133668753.0,RR2665,EXIT ART,NEW YORK,1741.0,"EXIT ART, INC.",1/20/82,EXIT ART,1.0,1.0
3876,112632404.0,RR2667,FDNY FOUNDATION,BROOKLYN,1782.0,"FDNY FOUNDATION, INC.",9/11/81,FDNY FOUNDATION,1.0,1.0
3877,201981209.0,RR2668,FEATHERED FRIENDS PARROT ADOPTION SERVICES,,1785.0,"FEATHERED FRIENDS PARROT ADOPTION SERVICES, INC.",1/19/05,FEATHERED FRIENDS PARROT ADOPTION SERVICES,1.0,1.0
3967,421614413.0,RR2761,MUJERES HISPANA UNIDAS,,3158.0,MUJERES HISPANAS UNIDAS INC.,1/16/03,MUJERES HISPANA UNIDAS,0.977777778,1.0
3878,132865551.0,RR2669,FELLOWSHIP BAPTIST CHURCH,,3329.0,NEW PROVIDENCE FELLOWSHIP BAPTIST CHURCH,3/20/00,FELLOWSHIP BAPTIST CHURCH,0.7692307690000001,1.0
3880,,RR2671,FOLK MUSIC SOCIETY OF NY,,1860.0,"FOLK MUSIC SOCIETY OF NEW YORK, INC.",4/26/88,FOLK MUSIC SOCIETY OF NY,0.8888888890000001,1.0
3881,132998591.0,RR2672,FOOLS,NEW YORK,1866.0,FOOLS COMPANY INC.,6/25/76,FOOLS,0.7142857140000001,1.0
3882,593808284.0,RR2673,FORT GREENE VOLUNTEERS,,1888.0,"FORT GREENE VOLUNTEERS, INC.",1/31/06,FORT GREENE VOLUNTEERS,1.0,1.0
3883,202537181.0,RR2674,FORT HAMILTON CITIZENS ACTION COMMITTEE,,1890.0,"FORT HAMILTON CITIZENS ACTION COMMITTEE, LTD.",3/9/05,FORT HAMILTON CITIZENS ACTION COMMITTEE,0.951219512,1.0
3885,205232589.0,RR2676,FOUR BOROUGH NEIGHBORHOOD PRES ERVATION ALLIANCE FOUNDATION,,1916.0,FOUR BOROUGH NEIGHBORHOOD PRESERVATION ALLIANCE FOUNDATION,5/31/06,FOUR BOROUGH NEIGHBORHOOD PRES ERVATION ALLIANCE FOUNDATION,0.991452991,1.0
3887,134126976.0,RR2678,FRIENDLY HANDS MINISTRY,,1944.0,"FRIENDLY HANDS, INC.",6/5/92,FRIENDLY HANDS MINISTRY,0.756756757,1.0
3889,201670261.0,RR2680,FRIENDS OF PS 163,,1992.0,"FRIENDS OF P.S. 163, INC.",9/7/04,FRIENDS OF PS 163,0.9714285709999999,1.0
3891,201398389.0,RR2682,FRIENDS OF ROY WILKINS PARK,,5068.0,THE FRIENDS OF ROY WILKINS PARK INC.,2/24/05,FRIENDS OF ROY WILKINS PARK,1.0,1.0
3892,134178754.0,RR2683,FUNDACION DOMINICANA CULTURARTE DE NY,,2026.0,FUNDACION DOMINICANA CULTURARTE DE NEW YORK INC.,6/21/01,FUNDACION DOMINICANA CULTURARTE DE NY,0.925,1.0
3894,,RR2685,GARABALDI MEUCCI MUSEUMORDER SONS OF ITALY IN AMERICA,,4629.0,"SUPREME LODGE ORDER OF SONS OF ITALY IN AMERICA, INC.",6/22/05,GARABALDI MEUCCI MUSEUMORDER SONS OF ITALY IN AMERICA,0.7,1.0
3895,61711370.0,RR2686,GETTING OUT AND STAYING OUT,,2073.0,"GETTING OUT AND STAYING OUT, INC.",10/3/03,GETTING OUT AND STAYING OUT,1.0,1.0
3896,134150972.0,RR2687,GIRLS EDUCATIONAL AND MENTORING SERVICES,,2079.0,"GIRLS EDUCATIONAL AND MENTORING SERVICES, INC.",12/4/00,GIRLS EDUCATIONAL AND MENTORING SERVICES,1.0,1.0
3897,43697166.0,RR2688,GIRLS FOR GENDER EQUITY GGE,,2080.0,"GIRLS FOR GENDER EQUITY, INC. (GGE)",6/5/02,GIRLS FOR GENDER EQUITY GGE,1.0,1.0
3900,,RR2692,GREATER NY CHAPTER OF ALS ASSOCIATION,,5100.0,THE GREATER NEW YORK CITY CHAPTER OF THE ALS ASSOCIATION INC.,7/9/90,GREATER NY CHAPTER OF ALS ASSOCIATION,0.870588235,1.0
3879,112737828.0,RR2670,FLUSHING MEADOW SOAPBOX DERBY,E ELMHURST,1858.0,"FLUSHING MEADOW SOAPBOX DERBY, INC.",5/9/85,FLUSHING MEADOW SOAPBOX DERBY,1.0,1.0
3968,132799828.0,RR2762,MULLER WORKS FOUNDATION,NEW YORK,5308.0,THE MULLER/WORKS FOUNDATION,11/1/74,MULLER WORKS FOUNDATION,1.0,1.0
3972,113067201.0,RR2766,NACHAS HEALTH AND FAMILY NETWORK,BROOKLYN,3190.0,"NACHAS HEALTH AND FAMILY NETWORK, INC.",6/11/90,NACHAS HEALTH AND FAMILY NETWORK,1.0,1.0
3973,,RR2767,NATIONAL ALBANIAN AMERICAN COUNCIL,,154.0,ALBANIAN AMERICAN COUNCIL INC.,9/11/91,NATIONAL ALBANIAN AMERICAN COUNCIL,0.847457627,1.0
4033,113615625.0,RR2831,REACHING OUT COMMUNITY SERVICE S,,3951.0,"REACHING OUT COMMUNITY SERVICES, INC.",6/12/01,REACHING OUT COMMUNITY SERVICE S,0.9841269840000001,1.0
4035,134080045.0,RR2833,REACH OUT AND READ OF GREATER NY,,3953.0,"REACH OUT AND READ OF GREATER NEW YORK, INC.",9/13/99,REACH OUT AND READ OF GREATER NY,0.914285714,1.0
4036,113600856.0,RR2834,REDHOOK WEST RESIDENT ASSOCIAT ION,,3970.0,"REDHOOK WEST RESIDENT ASSOCIATION, INC.",12/15/00,REDHOOK WEST RESIDENT ASSOCIAT ION,0.985074627,1.0
4037,412081811.0,RR2835,RENEGADES YOUTH SPORT,,5464.0,"THE RENEGADES YOUTH SPORTS, INC.",3/17/03,RENEGADES YOUTH SPORT,0.9767441859999999,1.0
4049,135578770.0,RR2851,RICHMOND COUNTY MEDICAL SOCIETY,,4019.0,RICHMOND COUNTY MEDICAL SOCIETY INC.,12/22/58,RICHMOND COUNTY MEDICAL SOCIETY,1.0,1.0
4050,134063615.0,RR2852,RICHMOND COUNTY ORCHESTRA,,4020.0,"RICHMOND COUNTY ORCHESTRA, INC.",2/23/99,RICHMOND COUNTY ORCHESTRA,1.0,1.0
4051,134140829.0,RR2853,RICHMOND COUNTY SAPPHIRES,,4022.0,RICHMOND COUNTY SAPPHIRES INC.,10/16/00,RICHMOND COUNTY SAPPHIRES,1.0,1.0
4052,237259940.0,RR2854,RIVERDALE CHORAL SOCIETY,BRONX,4055.0,"RIVERSIDE CHORAL SOCIETY, INC.",1/19/89,RIVERDALE CHORAL SOCIETY,0.916666667,1.0
4053,133966800.0,RR2855,RIVERSIDE OPERA,STATEN ISLAND,4058.0,RIVERSIDE OPERA COMPANY INC.,7/30/97,RIVERSIDE OPERA,0.882352941,1.0
4056,522418842.0,RR2858,ROGMARK BLOCK ASSOCIATION,,4097.0,"ROG-MARK BLOCK ASSOCIATION, INC.",11/18/03,ROGMARK BLOCK ASSOCIATION,0.980392157,1.0
4059,521251209.0,RR2861,ROSEDALE LITTLE LEAGUE,ROSEDALE,4131.0,ROSEDALE LITTLE LEAGUE INC.,5/25/56,ROSEDALE LITTLE LEAGUE,1.0,1.0
4060,20712132.0,RR2862,RUSSIAN AMERICAN CULTURAL HERITAGE CENTER,,5492.0,"THE RUSSIAN AMERICAN CULTURAL HERITAGE CENTER, INC.",11/13/03,RUSSIAN AMERICAN CULTURAL HERITAGE CENTER,1.0,1.0
4061,113457320.0,RR2863,SACRED MUSIC CHORALE OF RICHMOND HILL,,4161.0,"SACRED MUSIC CHORALE OF RICHMOND HILL, INC.",8/25/98,SACRED MUSIC CHORALE OF RICHMOND HILL,1.0,1.0
4064,,RR2866,ST JOHNS PLACE FAMILY CENTER HOUSING DEVELOPMENT FUND,,5556.0,THE ST. JOHN'S PLACE FAMILY CENTER HOUSING DEVELOPMENT FUND CORPORATION,3/24/87,ST JOHNS PLACE FAMILY CENTER HOUSING DEVELOPMENT FUND,0.990654206,1.0
4032,743178406.0,RR2830,RALPHS EDUCATIONAL AND RECREATIONAL COMPUTER SERVICES,,3944.0,"RALPH'S EDUCATIONAL & RECREATIONAL COMPUTER SERVICES, INC.",2/28/08,RALPHS EDUCATIONAL AND RECREATIONAL COMPUTER SERVICES,0.9514563109999999,1.0
4065,,RR2867,ST VINCENTS CATHOLIC MEDICAL CENTER OF NY,,4176.0,SAINT VINCENTS CATHOLIC MEDICAL CENTERS OF NEW YORK,2/12/99,ST VINCENTS CATHOLIC MEDICAL CENTER OF NY,0.891304348,1.0
4067,,RR2869,SANCTUARY FOR FAMILIES CENTER FOR BATTERED WOMENS,,4193.0,SANCTUARY FOR FAMILIES HOUSING DEVELOPMENT FUND CORPORATION,1/8/88,SANCTUARY FOR FAMILIES CENTER FOR BATTERED WOMENS,0.604166667,1.0
4068,43668693.0,RR2870,SCHOOLWORKS LAB,,5502.0,"THE SCHOOLWORKS LAB, INC.",4/25/02,SCHOOLWORKS LAB,1.0,1.0
4070,112590676.0,RR2872,SEBAGO CANOE CLUB,BROOKLYN,4232.0,"SEBAGO CANOE CLUB, INC.",5/24/60,SEBAGO CANOE CLUB,1.0,1.0
4072,112724306.0,RR2878,SOUTH OZONE PARK COMMUNITY DEVELOPMENT,JAMAICA,4391.0,SOUTH OZONE PARK COMMUNITY DEVELOPMENT CORPORATION,10/3/84,SOUTH OZONE PARK COMMUNITY DEVELOPMENT,1.0,1.0
4074,132986994.0,RR2880,STATEN ISLAND INTERAGENCY COUNCIL FOR AGING,STATEN ISLAND,4474.0,"STATEN ISLAND INTER-AGENCY COUNCIL FOR THE AGING, INC.",4/25/79,STATEN ISLAND INTERAGENCY COUNCIL FOR AGING,0.988505747,1.0
4075,134053773.0,RR2882,STATEN ISLAND MINORITY CIVIC ASSOCIATION,,4477.0,"STATEN ISLAND MINORITY CIVIC ASSOCIATION, INC.",1/18/83,STATEN ISLAND MINORITY CIVIC ASSOCIATION,1.0,1.0
4076,113210176.0,RR2883,ST EPHREM YOUTH PROGRAM,BROOKLYN,4518.0,"ST. EPHREM YOUTH PROGRAM, INC.",5/3/94,ST EPHREM YOUTH PROGRAM,1.0,1.0
4077,116263923.0,RR2884,ST NICHOLAS HOME,BROOKLYN,4564.0,"ST. NICHOLAS HOME, INC.",12/3/73,ST NICHOLAS HOME,1.0,1.0
4080,111981305.0,RR2887,ST STANISLAUS ATHLETIC ASSOCIATION,,4587.0,"ST. STANISLAUS ALUMNI ASSOCIATION, INC.",5/27/36,ST STANISLAUS ATHLETIC ASSOCIATION,0.8787878790000001,1.0
4081,134198750.0,RR2888,STUDIO 42,,4594.0,"STUDIO 42, INC.",10/23/01,STUDIO 42,1.0,1.0
4082,134077996.0,RR2889,ST VINCENTS CATHOLIC MEDICAL CENTERS,,4175.0,"SAINT VINCENTS CATHOLIC MEDICAL CENTERS FOUNDATION, INC.",2/6/02,ST VINCENTS CATHOLIC MEDICAL CENTERS,0.837209302,1.0
4086,133695475.0,RR2893,TANENBAUM CENTER FOR INTER RELIGIOUS UNDERSTANDING,NEW YORK,4655.0,TANENBAUM CENTER FOR INTERRELIGIOUS UNDERSTANDING,12/22/92,TANENBAUM CENTER FOR INTER RELIGIOUS UNDERSTANDING,0.98989899,1.0
4087,113276384.0,RR2894,TORAH FAX,,5680.0,"TORAH FAX, INC.",11/23/94,TORAH FAX,1.0,1.0
4088,133586505.0,RR2895,TRAVIS FOURTH OF JULY CELEBRATION COMMITTEE,STATEN ISLAND,5579.0,"THE TRAVIS FOURTH OF JULY CELEBRATION COMMITTEE, INC.",11/21/75,TRAVIS FOURTH OF JULY CELEBRATION COMMITTEE,1.0,1.0
4066,133164464.0,RR2868,SAMARITANS OF NY,NEW YORK,5496.0,"THE SAMARITANS OF NEW YORK, INC.",2/18/82,SAMARITANS OF NY,0.842105263,1.0
4092,510172429.0,RR2899,UNITED JEWISH APPEAL FED OF JEWISH PHILANTHROPIES,NEW YORK,5814.0,"UNITED JEWISH APPEAL-FEDERATION OF JEWISH PHILANTHROPIES OF NEW YORK, INC.",6/4/75,UNITED JEWISH APPEAL FED OF JEWISH PHILANTHROPIES,0.837606838,1.0
4029,,RR2825,QUEENS LESBIAN AND GAY COMMUNITY CENTER,,3909.0,"QUEENS LESBIAN & GAY COMMUNITY CENTER, INC.",7/24/96,QUEENS LESBIAN AND GAY COMMUNITY CENTER,0.9459459459999999,1.0
4027,113320584.0,RR2823,QUEENS HEALTH COALITION,FOREST HILLS,3898.0,"QUEENS HEALTH COALITION, INC.",3/18/96,QUEENS HEALTH COALITION,1.0,1.0
3976,112922982.0,RR2770,NATIONAL FEDERATION OF ITALIAN AMERICAN SOCIETIES,BROOKLYN,3226.0,"NATIONAL FEDERATION OF ITALIAN-AMERICAN SOCIETIES, INC.",2/28/67,NATIONAL FEDERATION OF ITALIAN AMERICAN SOCIETIES,1.0,1.0
3978,133751336.0,RR2772,NEIGHBORHOOD CRIME PREVENTION,NEW YORK,3257.0,"NEIGHBORHOOD CRIME PREVENTION, INC.",12/21/93,NEIGHBORHOOD CRIME PREVENTION,1.0,1.0
3979,112697931.0,RR2773,NEIGHBORHOOD IMPROVEMENT ASSOCIATION,BROOKLYN,424.0,AVENUE S NEIGHBORHOOD IMPROVEMENT ASSOCIATION,8/2/82,NEIGHBORHOOD IMPROVEMENT ASSOCIATION,0.8888888890000001,1.0
3982,112593090.0,RR2776,NEW HORIZON COUNSELING CENTER,OZONE PARK,5350.0,"THE NEW HORIZON COUNSELING CENTER, INC.",12/9/81,NEW HORIZON COUNSELING CENTER,1.0,1.0
3983,113204890.0,RR2777,NEW LIFE COMMUNITY DEVELOPMENT,CORONA,3319.0,NEW LIFE COMMUNITY DEVELOPMENT CORPORATION,12/20/93,NEW LIFE COMMUNITY DEVELOPMENT,1.0,1.0
3984,113554622.0,RR2778,NEXT LEGACY ORCHESTRA FOUNDATION,,5385.0,"THE NEXT LEGACY ORCHESTRA FOUNDATION, INC.",6/13/00,NEXT LEGACY ORCHESTRA FOUNDATION,1.0,1.0
3988,311702032.0,RR2782,NY ALLIANCE AGAINST SEXUAL ASSAULT,,3346.0,"NEW YORK CITY ALLIANCE AGAINST SEXUAL ASSAULT, INC.",12/6/99,NY ALLIANCE AGAINST SEXUAL ASSAULT,0.8607594940000001,1.0
3989,133410779.0,RR2784,NY INDUSTRIAL AND TECHNICAL ASSISTANCE,NEW YORK,3354.0,NEW YORK CITY INDUSTRIAL & TECHNOLOGY ASSISTANCE CORPORATION,9/22/86,NY INDUSTRIAL AND TECHNICAL ASSISTANCE,0.738095238,1.0
3990,861056388.0,RR2785,NY CLASSICAL THEATER,,3364.0,"NEW YORK CLASSICAL THEATRE, INC.",3/5/03,NY CLASSICAL THEATER,0.826086957,1.0
3994,208022336.0,RR2790,NY EHEALTH COLLABORATIVE,,3376.0,"NEW YORK EHEALTH COLLABORATIVE, INC.",12/7/06,NY EHEALTH COLLABORATIVE,0.8888888890000001,1.0
3995,133808186.0,RR2791,NEW YORKERS AGAINST GUN VIOLENCE,NEW YORK,3379.0,"NEW YORKERS AGAINST GUN VIOLENCE, INC.",3/24/94,NEW YORKERS AGAINST GUN VIOLENCE,1.0,1.0
4000,,RR2796,NY PRESBYTERIAN HOSPITAL WEILL CORNELL MEDICAL CENTER,,3422.0,"NEW YORK WEILL CORNELL MEDICAL CENTER FUND, INC.",11/13/56,NY PRESBYTERIAN HOSPITAL WEILL CORNELL MEDICAL CENTER,0.673684211,1.0
4001,134181130.0,RR2797,NY PRODUCTION ALLIANCE,,3402.0,"NEW YORK PRODUCTION ALLIANCE, INC.",1/16/01,NY PRODUCTION ALLIANCE,0.88,1.0
4002,132949483.0,RR2798,NY ROAD RUNNERS,NEW YORK,5483.0,"THE ROAD RUNNER'S, INC.",5/12/61,NY ROAD RUNNERS,0.857142857,1.0
4028,112744700.0,RR2824,QUEENS INTERAGENCY COUNCIL ON AGING,KEW GARDENS,3902.0,"QUEENS INTERAGENCY COUNCIL ON THE AGING, INC.",2/5/76,QUEENS INTERAGENCY COUNCIL ON AGING,1.0,1.0
4005,141761209.0,RR2801,NY STATE TENANTS AND NEIGHBORS INFORMATION SERVICE,NEW YORK,3415.0,"NEW YORK STATE TENANTS & NEIGHBORS INFORMATION SERVICE, INC.",3/23/93,NY STATE TENANTS AND NEIGHBORS INFORMATION SERVICE,0.901960784,1.0
4009,,RR2805,OLPH BASEBALL LEAGUE,,3543.0,"O.L.P.H. BASEBALL LEAGUE, INC.",5/3/83,OLPH BASEBALL LEAGUE,0.9302325579999999,1.0
4010,133940188.0,RR2806,ORCHESTRA OF BRONX,NEW YORK,5405.0,"THE ORCHESTRA OF THE BRONX, INC.",9/13/96,ORCHESTRA OF BRONX,1.0,1.0
4011,,RR2807,OUR LADY OF PERPETUAL HELP,,3094.0,"MISSIONARY SISTERS OUR LADY OF PERPETUAL HELP, INC.",1/21/04,OUR LADY OF PERPETUAL HELP,0.732394366,1.0
4012,,RR2808,OUR LADY OF PERPETUAL HELP BASEBALL AND SOCCER LEAGUE,,3597.0,"OUR LADY OF PERPETUAL HELP SPIRITUALIST CHURCH, INC.",11/22/46,OUR LADY OF PERPETUAL HELP BASEBALL AND SOCCER LEAGUE,0.666666667,1.0
4014,113286353.0,RR2810,PAN MACEDONIAN STUDIES CENTER,WHITESTONE,3624.0,"PAN-MACEDONIAN STUDIES CENTER, INC.",9/28/95,PAN MACEDONIAN STUDIES CENTER,1.0,1.0
4016,,RR2812,PARTICIPANT,,3662.0,"PARTICIPANT, INC.",12/14/01,PARTICIPANT,1.0,1.0
4018,133700587.0,RR2814,PETER STUYVESANT LITTLE LEAGUE,NEW YORK,3715.0,"PETER STUYVESANT LITTLE LEAGUE, INC.",8/27/56,PETER STUYVESANT LITTLE LEAGUE,1.0,1.0
4019,,RR2815,PLG ARTS,,3737.0,PLG ARTS INC.,2/20/07,PLG ARTS,1.0,1.0
4020,112687631.0,RR2816,PLUMB BEACH CIVIC ASSOCIATION OF SHEEPSHEAD BAY,,3738.0,"PLUMB BEACH CIVIC ASSOCIATION OF SHEEPSHEAD BAY, INC.",6/1/67,PLUMB BEACH CIVIC ASSOCIATION OF SHEEPSHEAD BAY,1.0,1.0
4021,133962713.0,RR2817,POSITIVE DIRECTIONS OF QUEENS COUNTY,ROSEDALE,3759.0,"POSITIVE DIRECTION OF QUEENS COUNTY, INC.",7/22/97,POSITIVE DIRECTIONS OF QUEENS COUNTY,0.9859154929999999,1.0
4022,203151769.0,RR2818,PROGRESSIVE COMMUNITY CENTER F OR CHILDREN AND FAMILIES,,3803.0,"PROGRESSIVE COMMUNITY CENTER FOR CHILDREN AND FAMILIES, INC.",7/8/05,PROGRESSIVE COMMUNITY CENTER F OR CHILDREN AND FAMILIES,0.9908256879999999,1.0
4023,113327651.0,RR2819,PROJECT HOPE NEW DIRECTIONS,,3814.0,"PROJECT HOPE - THE NEW DIRECTION, INC.",6/12/97,PROJECT HOPE NEW DIRECTIONS,0.981132075,1.0
4025,,RR2821,PUBLIC SCHOOL 1 CONTEMPORARY ARTS CENTER,,3843.0,"P.S.1 CONTEMPORARY ART CENTER, INC.",10/3/72,PUBLIC SCHOOL 1 CONTEMPORARY ARTS CENTER,0.84057971,1.0
4026,,RR2822,QUEENS THEATRRE IN PARK,,3914.0,"QUEENS THEATRE IN THE PARK, INC.",5/7/97,QUEENS THEATRRE IN PARK,0.977777778,1.0
4007,841622031.0,RR2803,OCEAN BAY COMMUNITY DEVELOPMENT,,3527.0,OCEAN BAY COMMUNITY DEVELOPMENT CORPORATION,10/22/99,OCEAN BAY COMMUNITY DEVELOPMENT,1.0,1.0
3420,223183035.0,N57,FOUNDATION FOR ELDERLY,FAR ROCKAWAY,1911.0,FOUNDATION FOR THE ELDERLY,1/17/92,FOUNDATION FOR ELDERLY,1.0,1.0
5422,,RR7754,BUILDING TRADES EMPLOYERS ASSOCIATION,,776.0,"BUILDING TRADES EMPLOYERS ASSOCIATION, INC.",1/7/57,BUILDING TRADES EMPLOYERS ASSOCIATION,1.0,1.0
5424,,RR7756,CADET ACADEMY OF HONOR AND EXCELLENCE,,4854.0,"THE CADET ACADEMY OF HONOR AND EXCELLENCE, INC.",5/14/07,CADET ACADEMY OF HONOR AND EXCELLENCE,1.0,1.0
