,,access,bridge,distance,from,highway,lanes,name,oneway,service,to,tunnel
1977786748,261202625,,,20.969772,1977786748,secondary,4,Payne Drive,,,261202625,
261221651,261202625,,,45.749307,261221651,tertiary,,East Best Drive,,,261202625,
261207127,261202623,,,51.887895,261207127,secondary,,East Midway Plaisance,yes,,261202623,
5885767568,261217303,,,38.085349,5885767568,footway,,,,,261217303,
4047380722,4047380727,,,191.728812,4047380722,footway,,,,,4047380727,
4047380727,4047380731,,,9.835342,4047380727,footway,,,,,4047380731,
4047380731,5394546354,,,7.129839,4047380731,footway,,,,,5394546354,
5394546354,4047380742,,,40.698844,5394546354,footway,,,,,4047380742,
4047380742,4047380749,,,12.735409,4047380742,footway,,,,,4047380749,
4047380749,2406147350,,,79.352371,4047380749,footway,,,,,2406147350,
2406147350,2406147354,,,15.373099,2406147350,footway,,,,,2406147354,
2406147354,2406147371,,,62.209886,2406147354,footway,,,,,2406147371,
3235485013,5397149042,,,28.581157,3235485013,footway,,,,,5397149042,
5397149042,5394546353,,,13.499881,5397149042,footway,,,,,5394546353,
1889253068,2406355817,,,11.03128,1889253068,service,,,,driveway,2406355817,
2406355817,2406355873,,,61.387363,2406355817,service,,,,driveway,2406355873,
5114688937,2406355907,,,64.688884,5114688937,service,,,,alley,2406355907,
386823019,386824384,,,35.431027,386823019,footway,,,,,386824384,
386824384,2406355879,,,18.113458,386824384,footway,,,,,2406355879,
2406355879,261140613,,,12.072862,2406355879,footway,,,,,261140613,
261158030,2269161692,,,98.451832,261158030,residential,,South Drexel Avenue,,,2269161692,
2269161692,261158031,,,20.168772,2269161692,residential,,South Drexel Avenue,,,261158031,
261158031,1889253095,,,121.969169,261158031,residential,,South Drexel Avenue,,,1889253095,
1889253095,2406355873,,,37.211548,1889253095,residential,,South Drexel Avenue,,,2406355873,
2406355873,261158033,,,1.501761,2406355873,residential,,South Drexel Avenue,,,261158033,
2468074933,1977786748,,,9.502159,2468074933,footway,,,,,1977786748,
1977786748,2394543883,,,9.723188,1977786748,footway,,,,,2394543883,
2468074940,2468074941,,,57.361713,2468074940,footway,,,,,2468074941,
2468074930,2468074929,,,59.326827,2468074930,footway,,,,,2468074929,
2468074947,2468074940,,,31.304811,2468074947,footway,,,,,2468074940,
2468074940,2468074929,,,31.749905,2468074940,footway,,,,,2468074929,
2468074929,2468074918,,,27.751597,2468074929,footway,,,,,2468074918,
2468074921,2468074930,,,28.505829,2468074921,footway,,,,,2468074930,
2468074930,2468074941,,,31.783856,2468074930,footway,,,,,2468074941,
2468074941,2468074948,,,31.008255,2468074941,footway,,,,,2468074948,
1977786682,2485911542,,,11.879254,1977786682,footway,,,,,2485911542,
1678146249,1678146211,,,17.442556,1678146249,service,,,,parking_aisle,1678146211,
1032484714,1032484712,,,54.543459,1032484714,footway,,,,,1032484712,
1032484712,1032601783,,,64.576635,1032484712,footway,,,,,1032601783,
367760105,2541086783,,,42.286365,367760105,footway,,,,,2541086783,
1031426133,2541087378,,,47.68054,1031426133,footway,,,,,2541087378,
367760170,1032493871,,,48.427634,367760170,footway,,,,,1032493871,
1317509548,1032484726,,,23.131862,1317509548,footway,,,,,1032484726,
1032484726,1032493603,,,8.445738,1032484726,footway,,,,,1032493603,
1032493603,376238244,,,31.280149,1032493603,footway,,,,,376238244,
1317509548,2541086783,,,39.509594,1317509548,footway,,,,,2541086783,
2541086783,1032601795,,,26.284477,2541086783,footway,,,,,1032601795,
1032601795,1032484727,,,54.058063,1032601795,footway,,,,,1032484727,
1032484727,1032484728,,,14.906399,1032484727,footway,,,,,1032484728,
1032484726,1032601783,,,26.438008,1032484726,footway,,,,,1032601783,
1032484731,1032601783,,,75.131002,1032484731,footway,,,,,1032601783,
1032601783,1317509548,,,13.401395,1032601783,footway,,,,,1317509548,
2355617932,1032484713,,,44.625641,2355617932,path,,,,,1032484713,
261207128,1977786728,,,11.614526,261207128,secondary,2,East Midway Plaisance,yes,,1977786728,
1977786728,3235485042,,,27.721843,1977786728,secondary,2,East Midway Plaisance,yes,,3235485042,
3235485042,4332959691,,,18.713324,3235485042,secondary,2,East Midway Plaisance,yes,,4332959691,
5827236816,5394546352,,,9.099532,5827236816,secondary,,South Cottage Grove Avenue,no,,5394546352,
5394546352,1897878613,,,60.827211,5394546352,secondary,,South Cottage Grove Avenue,no,,1897878613,
1897878613,1678655447,,,59.892624,1897878613,secondary,,South Cottage Grove Avenue,no,,1678655447,
1678655447,261217407,,,72.396313,1678655447,secondary,,South Cottage Grove Avenue,no,,261217407,
261207134,5394546371,,,13.231394,261207134,secondary,,East Midway Plaisance,yes,,5394546371,
5394546371,3235485031,,,134.020961,5394546371,secondary,,East Midway Plaisance,yes,,3235485031,
3235485031,1587883242,,,127.249484,3235485031,secondary,,East Midway Plaisance,yes,,1587883242,
1587883242,4047380748,,,119.17168,1587883242,secondary,,East Midway Plaisance,yes,,4047380748,
4047380748,261176765,,,8.983304,4047380748,secondary,,East Midway Plaisance,yes,,261176765,
261176765,4047380749,,,9.762101,261176765,secondary,,East Midway Plaisance,yes,,4047380749,
4047380749,1587752453,,,123.895525,4047380749,secondary,,East Midway Plaisance,yes,,1587752453,
1587752453,1587752231,,,111.05969,1587752453,secondary,,East Midway Plaisance,yes,,1587752231,
1587752231,4047380750,,,148.995159,1587752231,secondary,,East Midway Plaisance,yes,,4047380750,
4047380750,261207135,,,8.957427,4047380750,secondary,,East Midway Plaisance,yes,,261207135,
261207135,4047380751,,,8.943621,261207135,secondary,,East Midway Plaisance,yes,,4047380751,
4047380751,1587772148,,,194.183987,4047380751,secondary,,East Midway Plaisance,yes,,1587772148,
1587772148,4047380752,,,190.516952,1587772148,secondary,,East Midway Plaisance,yes,,4047380752,
4047380752,261160246,,,9.936376,4047380752,secondary,,East Midway Plaisance,yes,,261160246,
261217407,1929835390,,,56.146178,261217407,tertiary,,East 61st Street,,,1929835390,
1929835390,1678655002,,,2.753715,1929835390,tertiary,,East 61st Street,,,1678655002,
1678655002,261157996,,,75.406177,1678655002,tertiary,,East 61st Street,,,261157996,
261157996,1929835339,,,66.08308,261157996,tertiary,,East 61st Street,,,1929835339,
1929835339,261148612,,,68.3475,1929835339,tertiary,,East 61st Street,,,261148612,
261148612,1929835281,,,67.07007,261148612,tertiary,,East 61st Street,,,1929835281,
1929835281,4047380721,,,55.805972,1929835281,tertiary,,East 61st Street,,,4047380721,
4047380721,261176767,,,12.201341,4047380721,tertiary,,East 61st Street,,,261176767,
261176767,4047380722,,,10.194155,261176767,tertiary,,East 61st Street,,,4047380722,
4047380722,1929835332,,,55.299938,4047380722,tertiary,,East 61st Street,,,1929835332,
1929835332,261217408,,,67.52631,1929835332,tertiary,,East 61st Street,,,261217408,
261217408,1929835452,,,67.733621,261217408,tertiary,,East 61st Street,,,1929835452,
1929835452,261192485,,,67.81654,1929835452,tertiary,,East 61st Street,,,261192485,
261192485,1929835313,,,68.115072,261192485,tertiary,,East 61st Street,,,1929835313,
1929835313,261217409,,,65.485753,1929835313,tertiary,,East 61st Street,,,261217409,
261217409,1929835343,,,63.113512,261217409,tertiary,,East 61st Street,,,1929835343,
1929835343,261137156,,,65.593542,1929835343,tertiary,,East 61st Street,,,261137156,
261137156,5495286330,,,63.544884,261137156,tertiary,,East 61st Street,,,5495286330,
5495286330,1929835347,,,2.56297,5495286330,tertiary,,East 61st Street,,,1929835347,
1929835347,261140622,,,70.75279,1929835347,tertiary,,East 61st Street,,,261140622,
261140622,1929835401,,,66.522472,261140622,tertiary,,East 61st Street,,,1929835401,
1929835401,1651042005,,,4.122506,1929835401,tertiary,,East 61st Street,,,1651042005,
1651042005,261160249,,,66.621976,1651042005,tertiary,,East 61st Street,,,261160249,
261217404,2174728642,,,49.932296,261217404,tertiary,,East 61st Street,,,2174728642,
2174728642,261217405,,,48.447338,2174728642,tertiary,,East 61st Street,,,261217405,
261217405,2174728703,,,51.466981,261217405,tertiary,,East 61st Street,,,2174728703,
2174728703,5116884418,,,42.573855,2174728703,tertiary,,East 61st Street,,,5116884418,
5116884418,261217406,,,7.067962,5116884418,tertiary,,East 61st Street,,,261217406,
261217406,2174728721,,,50.57951,261217406,tertiary,,East 61st Street,,,2174728721,
2174728721,261217407,,,54.096651,2174728721,tertiary,,East 61st Street,,,261217407,
261140622,1651041945,,,26.203999,261140622,residential,,South Kenwood Avenue,no,,1651041945,
261176813,1889253067,,,64.569159,261176813,residential,,East 54th Street,yes,,1889253067,
1889253067,261313716,,,65.274051,1889253067,residential,,East 54th Street,yes,,261313716,
261148583,261176813,,,126.670653,261148583,residential,,East 54th Street,yes,,261176813,
261313716,1889253127,,,64.414927,261313716,residential,,East 54th Street,yes,,1889253127,
1889253127,261192504,,,64.273769,1889253127,residential,,East 54th Street,yes,,261192504,
261286251,1967797035,,,66.448571,261286251,residential,,East 54th Street,yes,,1967797035,
1967797035,261137167,,,67.71646,1967797035,residential,,East 54th Street,yes,,261137167,
261192504,1889253139,,,64.959328,261192504,residential,,East 54th Street,yes,,1889253139,
1889253139,261286251,,,62.662039,1889253139,residential,,East 54th Street,yes,,261286251,
261137167,386823019,,,67.49945,261137167,residential,,East 54th Street,no,,386823019,
1671391999,261160242,,,45.485094,1671391999,tertiary,,East 57th Street,,,261160242,
261160242,1685262440,,,67.156182,261160242,tertiary,,East 57th Street,,,1685262440,
1685262440,2882341574,,,7.083067,1685262440,tertiary,,East 57th Street,,,2882341574,
2882341574,1551736348,,,22.890594,2882341574,tertiary,,East 57th Street,,,1551736348,
1551736348,1634777942,,,28.738008,1551736348,tertiary,,East 57th Street,,,1634777942,
1634777942,261140629,,,8.525995,1634777942,tertiary,,East 57th Street,,,261140629,
261140629,1673177772,,,67.166441,261140629,tertiary,,East 57th Street,,,1673177772,
1673177772,261137170,,,66.861818,1673177772,tertiary,,East 57th Street,,,261137170,
261137170,1685262461,,,67.457898,261137170,tertiary,,East 57th Street,,,1685262461,
1685262461,261202782,,,67.250732,1685262461,tertiary,,East 57th Street,,,261202782,
261202782,1685296310,,,67.321875,261202782,tertiary,,East 57th Street,,,1685296310,
1685296310,261192511,,,66.616914,1685296310,tertiary,,East 57th Street,,,261192511,
261192511,1569129835,,,34.601514,261192511,tertiary,,East 57th Street,,,1569129835,
1569129835,1183597470,,,65.128252,1569129835,tertiary,,East 57th Street,,,1183597470,
1183597470,1183597462,,,33.798145,1183597470,tertiary,,East 57th Street,,,1183597462,
1183597462,1183597434,,,40.721571,1183597462,tertiary,,East 57th Street,,,1183597434,
1183597434,2889850586,,,13.477397,1183597434,tertiary,,East 57th Street,,,2889850586,
2889850586,2047454722,,,35.994719,2889850586,tertiary,,East 57th Street,,,2047454722,
2047454722,261176761,,,44.072971,2047454722,tertiary,,East 57th Street,,,261176761,
261176761,1611257757,,,93.789366,261176761,tertiary,,East 57th Street,,,1611257757,
1611257757,1317509547,,,5.30934,1611257757,tertiary,,East 57th Street,,,1317509547,
1317509547,1611257954,,,1.144402,1317509547,tertiary,,East 57th Street,,,1611257954,
1611257954,261148588,,,46.753773,1611257954,tertiary,,East 57th Street,,,261148588,
261148588,261158001,,,55.258301,261148588,tertiary,,East 57th Street,,,261158001,
261158001,386574792,,,54.800708,261158001,tertiary,,East 57th Street,,,386574792,
386574792,261192050,,,46.652785,386574792,tertiary,,East 57th Street,,,261192050,
261192050,5885767569,,,99.40079,261192050,tertiary,,East 57th Street,,,5885767569,
5885767569,5116576437,,,31.998068,5885767569,tertiary,,East 57th Street,,,5116576437,
5116576437,3079082696,,,12.666445,5116576437,tertiary,,East 57th Street,,,3079082696,
3079082696,261202777,,,91.665511,3079082696,tertiary,,East 57th Street,,,261202777,
261202777,386571657,,,13.330511,261202777,tertiary,,East 57th Street,,,386571657,
261286251,1954300609,,,58.9921,261286251,tertiary,,South Woodlawn Avenue,,,1954300609,
1954300609,261181131,,,102.73263,1954300609,tertiary,,South Woodlawn Avenue,,,261181131,
261181131,1580168748,,,102.821741,261181131,tertiary,,South Woodlawn Avenue,,,1580168748,
1580168748,261227633,,,59.503666,1580168748,tertiary,,South Woodlawn Avenue,,,261227633,
261227633,1587971820,,,28.711808,261227633,tertiary,,South Woodlawn Avenue,,,1587971820,
1587971820,261277228,,,172.348407,1587971820,tertiary,,South Woodlawn Avenue,,,261277228,
261277228,261202782,,,202.550713,261277228,tertiary,,South Woodlawn Avenue,,,261202782,
261202782,1673250097,,,110.208214,261202782,tertiary,,South Woodlawn Avenue,,,1673250097,
1673250097,3079181610,,,3.860121,1673250097,tertiary,,South Woodlawn Avenue,,,3079181610,
3079181610,261139504,,,89.817325,3079181610,tertiary,,South Woodlawn Avenue,,,261139504,
261139504,1569744825,,,56.50029,261139504,tertiary,,South Woodlawn Avenue,,,1569744825,
1569744825,2394538357,,,45.18683,1569744825,tertiary,,South Woodlawn Avenue,,,2394538357,
2394538357,1569744914,,,6.874763,2394538357,tertiary,,South Woodlawn Avenue,,,1569744914,
1569744914,2394538359,,,7.698001,1569744914,tertiary,,South Woodlawn Avenue,,,2394538359,
2394538359,1396149181,,,25.263164,2394538359,tertiary,,South Woodlawn Avenue,,,1396149181,
1396149181,1396149221,,,24.15078,1396149181,tertiary,,South Woodlawn Avenue,,,1396149221,
1396149221,5396349325,,,27.699371,1396149221,tertiary,,South Woodlawn Avenue,,,5396349325,
5396349325,261286254,,,8.232096,5396349325,tertiary,,South Woodlawn Avenue,,,261286254,
261160247,5690417083,,,8.336587,261160247,residential,2,East 60th Street,,,5690417083,
5690417083,3235484976,,,79.067654,5690417083,residential,2,East 60th Street,,,3235484976,
261160242,1680901821,,,69.471934,261160242,residential,,South Dorchester Avenue,yes,,1680901821,
1680901821,1676148648,,,72.542178,1680901821,residential,,South Dorchester Avenue,yes,,1676148648,
1676148648,261139500,,,61.773787,1676148648,residential,,South Dorchester Avenue,yes,,261139500,
261139500,1587772175,,,113.524429,261139500,residential,,South Dorchester Avenue,yes,,1587772175,
1587772175,5545781679,,,79.74942,1587772175,residential,,South Dorchester Avenue,yes,,5545781679,
5545781679,261160243,,,7.510868,5545781679,residential,,South Dorchester Avenue,yes,,261160243,
261160243,4047380998,,,9.835918,261160243,residential,,East 59th Street,,,4047380998,
261176766,4047380726,,,9.823131,261176766,residential,,South Ellis Avenue,,,4047380726,
4047380726,261176767,,,191.72496,4047380726,residential,,South Ellis Avenue,,,261176767,
261176815,2406355823,,,64.938551,261176815,residential,,East 55th Street,,,2406355823,
2406355823,261217303,,,64.996591,2406355823,residential,,East 55th Street,,,261217303,
261217303,367760230,,,129.089995,261217303,residential,,East 55th Street,,,367760230,
386571715,261276582,,,8.887365,386571715,secondary,2,South Cottage Grove Avenue,,,261276582,
261276582,386571714,,,8.842876,261276582,secondary,2,South Cottage Grove Avenue,,,386571714,
386571714,1619256292,,,101.661628,386571714,secondary,2,South Cottage Grove Avenue,,,1619256292,
1619256292,5827159307,,,30.702891,1619256292,secondary,2,South Cottage Grove Avenue,,,5827159307,
261207134,3235485001,,,13.781572,261207134,secondary,4,South Cottage Grove Avenue,no,,3235485001,
3235485001,5827236816,,,46.928416,3235485001,secondary,4,South Cottage Grove Avenue,no,,5827236816,
261139504,1569744787,,,41.241277,261139504,pedestrian,,East 58th Street,,,1569744787,
1569744787,1685296292,,,25.921339,1569744787,pedestrian,,East 58th Street,,,1685296292,
1685296292,261139505,,,66.549699,1685296292,pedestrian,,East 58th Street,,,261139505,
2889850584,2889850585,,,7.754616,2889850584,footway,,,,,2889850585,building_passage
2889850585,2889850586,,,14.448978,2889850585,footway,,,,,2889850586,
1032484739,2889850584,,,17.217922,1032484739,footway,,,,,2889850584,
2889862022,1183597462,,,15.008659,2889862022,footway,,,,,1183597462,
2889862026,2889862022,,,10.17899,2889862026,footway,,,,,2889862022,building_passage
261140614,1562381491,,,63.695494,261140614,secondary,,East 55th Street,yes,,1562381491,
261160197,261227636,,,43.968818,261160197,secondary,,East 55th Street,yes,,261227636,
261227636,261140614,,,102.693088,261227636,secondary,,East 55th Street,yes,,261140614,
386571525,386571692,,,14.272184,386571525,path,,East Administration Drive,,,386571692,
386571692,386571517,,,45.491873,386571692,path,,East Administration Drive,,,386571517,
386571517,386571526,,,43.158286,386571517,path,,East Administration Drive,,,386571526,
3051164545,3051164548,,,14.160278,3051164545,footway,,,,,3051164548,
3051164548,3051164547,,,38.432,3051164548,footway,,,,,3051164547,
3051164547,3051164544,,,67.798101,3051164547,footway,,,,,3051164544,
3259360444,2354194799,,,77.367076,3259360444,residential,,South Ellis Avenue,,,2354194799,
2354194799,1570583243,,,16.096362,2354194799,residential,,South Ellis Avenue,,,1570583243,
1570583243,1570583249,,,38.500166,1570583243,residential,,South Ellis Avenue,,,1570583249,
1570583249,3051164552,,,16.274432,1570583249,residential,,South Ellis Avenue,,,3051164552,
3051164552,261176760,,,51.292734,3051164552,residential,,South Ellis Avenue,,,261176760,
261176760,2394531841,,,67.244519,261176760,residential,,South Ellis Avenue,,,2394531841,
2394531841,2394531842,,,28.132553,2394531841,residential,,South Ellis Avenue,,,2394531842,
2394531842,2047454729,,,28.644261,2394531842,residential,,South Ellis Avenue,,,2047454729,
2047454729,261176761,,,78.435236,2047454729,residential,,South Ellis Avenue,,,261176761,
261176761,1317509543,,,85.654623,261176761,residential,,South Ellis Avenue,,,1317509543,
1317509543,1183597459,,,81.194088,1317509543,residential,,South Ellis Avenue,,,1183597459,
1183597459,2355617932,,,35.485526,1183597459,residential,,South Ellis Avenue,,,2355617932,
2355617932,1183597505,,,37.932723,2355617932,residential,,South Ellis Avenue,,,1183597505,
1183597505,5396346505,,,156.292037,1183597505,residential,,South Ellis Avenue,,,5396346505,
5396346505,261176762,,,8.075984,5396346505,residential,,South Ellis Avenue,,,261176762,
261176762,5396370407,,,8.977066,261176762,residential,,South Ellis Avenue,,,5396370407,
5396370407,5082937231,,,40.013049,5396370407,residential,,South Ellis Avenue,,,5082937231,
5082937231,261176763,,,15.406714,5082937231,residential,,South Ellis Avenue,,,261176763,
386571526,5390054693,,,35.481882,386571526,path,,,,,5390054693,
3079082696,3079082697,,,18.661973,3079082696,service,,,,driveway,3079082697,
386571526,386571650,,,35.078194,386571526,path,,,,,386571650,
386571650,386571521,,,65.54293,386571650,path,,,,,386571521,
386571521,2170472504,,,54.655871,386571521,path,,,,,2170472504,
2170472504,386571652,,,9.71133,2170472504,path,,,,,386571652,
261160246,4047380753,,,9.902306,261160246,secondary,,East Midway Plaisance,yes,,4047380753,
261160247,5394546317,,,8.520129,261160247,residential,,South Dorchester Avenue,,,5394546317,
5394546317,1678146194,,,73.516625,5394546317,residential,,South Dorchester Avenue,,,1678146194,
1678146194,1651041958,,,58.154766,1678146194,residential,,South Dorchester Avenue,,,1651041958,
1651041958,261160249,,,68.477525,1651041958,residential,,South Dorchester Avenue,,,261160249,
261160246,3235485035,,,12.692609,261160246,residential,,South Dorchester Avenue,,,3235485035,
3235485035,261160247,,,40.651942,3235485035,residential,,South Dorchester Avenue,,,261160247,
3235485003,3235485031,,,13.622542,3235485003,footway,,,,,3235485031,
3235485031,5397144699,,,8.173524,3235485031,footway,,,,,5397144699,
3235485011,1587883242,,,12.213195,3235485011,footway,,,,,1587883242,
3235485042,3235485043,,,15.46143,3235485042,service,,,,driveway,3235485043,
5394546315,3235484969,,,10.948627,5394546315,footway,,,,,3235484969,
3235484969,3235485003,,,50.641217,3235484969,footway,,,,,3235485003,
2468074901,3235485001,,,10.424858,2468074901,footway,,,,,3235485001,
3235485001,5394546309,,,13.566276,3235485001,footway,,,,,5394546309,
5394546309,3235485003,,,129.920203,5394546309,footway,,,,,3235485003,
3235485003,3235485006,,,67.523672,3235485003,footway,,,,,3235485006,
3235485006,3235485011,,,63.26894,3235485006,footway,,,,,3235485011,
3235485011,4047380741,,,119.271812,3235485011,footway,,,,,4047380741,
4047380741,3235485014,,,9.225827,4047380741,footway,,,,,3235485014,
3235485014,4047380742,,,9.520849,3235485014,footway,,,,,4047380742,
4047380742,3235485013,,,8.044614,4047380742,footway,,,,,3235485013,
3235485013,3235485015,,,41.017714,3235485013,footway,,,,,3235485015,
3235485015,5394546368,,,29.484981,3235485015,footway,,,,,5394546368,
5394546368,5394546357,,,29.260598,5394546368,footway,,,,,5394546357,
5394546357,3235485016,,,16.217059,5394546357,footway,,,,,3235485016,
3235485016,5397144709,,,39.480114,3235485016,footway,,,,,5397144709,
5397144709,3235485018,,,71.603429,5397144709,footway,,,,,3235485018,
3235485018,5394546366,,,23.422819,3235485018,footway,,,,,5394546366,
5394546366,5394546343,,,84.899246,5394546366,footway,,,,,5394546343,
5394546343,5394546347,,,13.312115,5394546343,footway,,,,,5394546347,
5394546347,4047380744,,,27.412332,5394546347,footway,,,,,4047380744,
4047380744,3235485025,,,8.991048,4047380744,footway,,,,,3235485025,
3235485025,4047380745,,,8.311069,3235485025,footway,,,,,4047380745,
4047380745,1587772101,,,194.387749,4047380745,footway,,,,,1587772101,
1587772101,4047380746,,,190.472884,1587772101,footway,,,,,4047380746,
4047380746,3235485035,,,10.385271,4047380746,footway,,,,,3235485035,
3235485035,4047380747,,,9.811859,3235485035,footway,,,,,4047380747,
4047380747,3235484976,,,87.908967,4047380747,footway,,,,,3235484976,
3235484976,5394546302,,,8.776755,3235484976,footway,,,,,5394546302,
3235485061,3235485064,,,27.424252,3235485061,footway,,,,,3235485064,
1649641081,3235485064,,,10.707412,1649641081,footway,,,,,3235485064,
3235485064,3235485061,,,27.424252,3235485064,footway,,,,,3235485061,
3235485061,3235485055,,,21.033802,3235485061,footway,,,,,3235485055,
3235485055,1633701614,,,15.326981,3235485055,footway,,,,,1633701614,
261276586,5396346512,,,6.30745,261276586,secondary,2,South Cottage Grove Avenue,no,,5396346512,
5396346512,386571673,,,41.706323,5396346512,secondary,2,South Cottage Grove Avenue,no,,386571673,
386571673,261207128,,,14.682543,386571673,secondary,2,South Cottage Grove Avenue,no,,261207128,
261192512,1587752376,,,7.323768,261192512,residential,,East 59th Street,yes,,1587752376,
1587752376,1183597482,,,39.040364,1587752376,residential,,East 59th Street,yes,,1183597482,
1183597482,1587752412,,,87.647982,1183597482,residential,,East 59th Street,yes,,1587752412,
1587752412,2406147371,,,86.246399,1587752412,residential,,East 59th Street,yes,,2406147371,
2406147371,4047380994,,,38.375003,2406147371,residential,,East 59th Street,yes,,4047380994,
4047380994,261176762,,,9.662137,4047380994,residential,,East 59th Street,yes,,261176762,
261176762,4047380993,,,9.248462,261176762,residential,,East 59th Street,yes,,4047380993,
4047380993,1587883258,,,181.385986,4047380993,residential,,East 59th Street,yes,,1587883258,
1587883258,4047380992,,,14.15887,1587883258,residential,,East 59th Street,yes,,4047380992,
4047380992,5690421730,,,88.262701,4047380992,residential,,East 59th Street,yes,,5690421730,
5690421730,261192051,,,12.442054,5690421730,residential,,East 59th Street,yes,,261192051,
3259360444,4829174283,,,359.825492,3259360444,secondary,,East 55th Street,,,4829174283,
3259301890,367760230,,,24.971617,3259301890,residential,,South University Avenue,yes,,367760230,
367760230,261181130,,,125.831968,367760230,residential,,South University Avenue,yes,,261181130,
261181130,261192504,,,161.996389,261181130,residential,,South University Avenue,yes,,261192504,
261176766,4047380730,,,8.833249,261176766,residential,2,East 60th Street,,,4047380730,
4047380730,261148611,,,125.731398,4047380730,residential,2,East 60th Street,,,261148611,
261148611,261157995,,,134.440143,261148611,residential,2,East 60th Street,,,261157995,
261157995,3235484969,,,8.161539,261157995,residential,2,East 60th Street,,,3235484969,
3235484969,2372687562,,,26.101705,3235484969,residential,2,East 60th Street,,,2372687562,
2372687562,2372687526,,,4.453944,2372687562,residential,2,East 60th Street,,,2372687526,
2372687526,5827236815,,,82.883746,2372687526,residential,2,East 60th Street,,,5827236815,
5827236815,5827236816,,,12.598756,5827236815,residential,2,East 60th Street,,,5827236816,
261286254,5396370398,,,8.799408,261286254,tertiary,,South Woodlawn Avenue,no,,5396370398,
5396370398,4047380779,,,39.969665,5396370398,tertiary,,South Woodlawn Avenue,no,,4047380779,
4047380779,261207129,,,15.184703,4047380779,tertiary,,South Woodlawn Avenue,no,,261207129,
261207129,5394546324,,,6.874908,261207129,tertiary,,South Woodlawn Avenue,no,,5394546324,
5394546324,5394546341,,,63.375197,5394546324,tertiary,,South Woodlawn Avenue,no,,5394546341,
5394546341,261207135,,,9.700493,5394546341,tertiary,,South Woodlawn Avenue,no,,261207135,
261207135,3235485025,,,12.459353,261207135,tertiary,,South Woodlawn Avenue,no,,3235485025,
3235485025,261266042,,,43.152476,3235485025,tertiary,,South Woodlawn Avenue,no,,261266042,
261266042,5394546338,,,9.421389,261266042,tertiary,,South Woodlawn Avenue,no,,5394546338,
5394546338,1658287430,,,77.747928,5394546338,tertiary,,South Woodlawn Avenue,no,,1658287430,
1658287430,261217409,,,118.674428,1658287430,tertiary,,South Woodlawn Avenue,no,,261217409,
261286254,4047380995,,,8.585113,261286254,residential,,East 59th Street,yes,,4047380995,
4047380995,261192512,,,125.51962,4047380995,residential,,East 59th Street,yes,,261192512,
5827159304,386571653,,,78.378741,5827159304,secondary,2,South Cottage Grove Avenue,,,386571653,
386571653,261276584,,,65.66415,386571653,secondary,2,South Cottage Grove Avenue,,,261276584,
261276584,5827159301,,,23.682754,261276584,secondary,2,South Cottage Grove Avenue,,,5827159301,
261137169,261137170,,,203.336724,261137169,residential,,South Kimbark Avenue,yes,,261137170,
261137170,1684142939,,,53.942639,261137170,residential,,South Kimbark Avenue,yes,,1684142939,
1684142939,261137171,,,149.180403,1684142939,residential,,South Kimbark Avenue,yes,,261137171,
261137171,5396346513,,,193.877812,261137171,residential,,South Kimbark Avenue,yes,,5396346513,
5396346513,261137172,,,7.988129,5396346513,residential,,South Kimbark Avenue,yes,,261137172,
261140615,261140616,,,120.653531,261140615,residential,,South Kenwood Avenue,no,,261140616,
261192051,5396346520,,,83.83768,261192051,residential,,East 59th Street,,,5396346520,
5396346520,261276586,,,12.86421,5396346520,residential,,East 59th Street,,,261276586,
5396346496,4047380993,,,8.110837,5396346496,footway,,,,,4047380993,
4047380993,5396370399,,,8.86512,4047380993,footway,,,,,5396370399,
5396370399,4047380773,,,40.04304,5396370399,footway,,,,,4047380773,
4047380773,4047380765,,,15.44997,4047380773,footway,,,,,4047380765,
4047380765,4047380748,,,79.372538,4047380765,footway,,,,,4047380748,
4047380748,4047380741,,,12.690918,4047380748,footway,,,,,4047380741,
4047380741,4047380730,,,47.855459,4047380741,footway,,,,,4047380730,
4047380730,4047380725,,,9.850914,4047380730,footway,,,,,4047380725,
4047380725,4047380721,,,191.734445,4047380725,footway,,,,,4047380721,
1685296301,3079181610,,,67.381675,1685296301,service,,,,alley,3079181610,
2406147354,5396370402,,,39.910587,2406147354,footway,,,,,5396370402,
5396370402,4047380994,,,9.076608,5396370402,footway,,,,,4047380994,
4047380994,5396346511,,,8.109005,4047380994,footway,,,,,5396346511,
4047380775,5396346502,,,56.098116,4047380775,footway,,,,,5396346502,
3235485015,5397149034,,,20.767618,3235485015,footway,,,,,5397149034,
5397149034,5397144692,,,11.514923,5397149034,footway,,,,,5397144692,
5397144692,5394546316,,,15.368441,5397144692,footway,,,,,5394546316,
5394546359,5394546332,,,83.973147,5394546359,footway,,,,,5394546332,
5394546332,5394546336,,,4.31468,5394546332,footway,,,,,5394546336,
5394546336,5394546315,,,23.328742,5394546336,footway,,,,,5394546315,
5394546315,5394546319,,,11.000681,5394546315,footway,,,,,5394546319,
5394546319,5394546313,,,134.50268,5394546319,footway,,,,,5394546313,
5394546313,4047380725,,,125.117486,5394546313,footway,,,,,4047380725,
4047380725,4047380726,,,9.405758,4047380725,footway,,,,,4047380726,
4047380726,4047380727,,,9.049175,4047380726,footway,,,,,4047380727,
4047380727,4047380728,,,123.975143,4047380727,footway,,,,,4047380728,
